School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
Lutheran St. Charles,1.45,1.55,3.01,1,1,1
Fatima,1.27,1.24,2.51,2,2,2
Liberty (Mountain View),1.2,1.09,2.29,3,3,3
St. Paul Lutheran (Concordia),0.83,0.8,1.63,4,4,4
Valle Catholic,0.76,0.65,1.41,5,5,5
Summit Christian Academy,0.73,0.56,1.29,6,7,6
Arcadia Valley,0.63,0.59,1.22,7,6,7
Jefferson (Festus),0.61,0.54,1.15,8,8,8
Fair Grove,0.59,0.48,1.06,9,11,9
El Dorado Springs,0.53,0.52,1.04,11,9,10
Cole Camp,0.53,0.42,0.95,10,14,11
Bloomfield,0.47,0.46,0.94,12,12,12
Hermann,0.42,0.46,0.88,13,13,13
Whitfield,0.38,0.48,0.87,15,10,14
Bishop LeBlond,0.33,0.4,0.73,18,15,15
Crane,0.4,0.33,0.73,14,16,16
Clearwater,0.37,0.32,0.69,16,17,17
Licking,0.33,0.25,0.58,17,18,18
Saxony Lutheran,0.32,0.21,0.54,19,19,19
Portageville,0.3,0.21,0.51,20,20,20
New Heights Christian,0.26,0.2,0.45,21,21,21
Adrian,0.2,0.15,0.35,22,23,22
Cabool,0.2,0.15,0.35,23,24,23
Trinity Catholic,0.14,0.17,0.31,26,22,24
Clever,0.18,0.1,0.28,24,25,25
Barat Academy,0.16,0.06,0.22,25,26,26
Brentwood,0.13,0.02,0.15,27,28,27
Woodland,0.1,0.01,0.11,28,29,28
Malden,0.06,0.05,0.11,29,27,29
Ava,0.04,-0.12,-0.08,30,30,30
Principia,-0.05,-0.16,-0.21,32,33,31
Barstow,-0.03,-0.19,-0.22,31,37,32
Father Tolton,-0.12,-0.13,-0.25,36,31,33
Diamond,-0.05,-0.19,-0.25,33,36,34
Herculaneum,-0.12,-0.2,-0.31,34,39,35
Pierce City,-0.16,-0.2,-0.35,37,38,36
Willow Springs,-0.25,-0.14,-0.38,41,32,37
Holden,-0.12,-0.27,-0.39,35,41,38
Puxico,-0.21,-0.18,-0.4,39,35,39
Lafayette County,-0.18,-0.23,-0.41,38,40,40
Windsor,-0.25,-0.18,-0.43,43,34,41
Southwest (Washburn),-0.23,-0.29,-0.52,40,44,42
Cuba,-0.27,-0.29,-0.55,45,43,43
Lawson,-0.28,-0.3,-0.58,46,45,44
West County,-0.29,-0.32,-0.61,48,47,45
Wright City,-0.25,-0.36,-0.61,42,53,46
Stockton,-0.3,-0.32,-0.62,49,48,47
Ash Grove,-0.34,-0.31,-0.65,51,46,48
Knob Noster,-0.26,-0.39,-0.65,44,56,49
Lutheran North,-0.34,-0.32,-0.66,50,49,50
Houston,-0.35,-0.33,-0.68,52,51,51
Marionville,-0.29,-0.4,-0.69,47,57,52
Metro,-0.43,-0.27,-0.7,57,42,53
Skyline,-0.38,-0.34,-0.72,53,52,54
Linn,-0.41,-0.32,-0.73,56,50,55
Montgomery County,-0.4,-0.36,-0.76,55,55,56
Central (New Madrid County),-0.39,-0.36,-0.76,54,54,57
Lamar,-0.51,-0.41,-0.92,59,58,58
Mid-Buchanan,-0.47,-0.63,-1.1,58,59,59
Blue Eye,-0.53,-0.7,-1.24,60,63,60
Hayti,-0.62,-0.64,-1.26,61,60,61
Maplewood-Richmond Hts.,-0.7,-0.68,-1.38,62,61,62
Forsyth,-0.71,-0.69,-1.4,63,62,63
Belle,-0.73,-0.78,-1.51,65,64,64
Spokane,-0.74,-0.79,-1.53,66,65,65
Conway,-0.77,-0.79,-1.56,69,66,66
Senath-Hornersville,-0.75,-0.81,-1.56,68,67,67
Eugene,-0.72,-0.91,-1.63,64,71,68
Charleston,-0.88,-0.88,-1.75,71,69,69
Sherwood,-0.75,-1.09,-1.84,67,82,70
Lexington,-0.99,-0.85,-1.84,74,68,71
Butler,-0.82,-1.03,-1.85,70,79,72
Hancock,-0.95,-0.94,-1.89,72,73,73
Bowling Green,-1.02,-0.93,-1.95,77,72,74
Caruthersville,-0.96,-1.0,-1.96,73,75,75
East Buchanan,-1.01,-0.95,-1.97,76,74,76
Cardinal Ritter,-1.06,-0.9,-1.97,80,70,77
Dixon,-1.0,-1.07,-2.07,75,80,78
University Academy Charter,-1.13,-1.01,-2.14,82,76,79
Carrollton,-1.03,-1.11,-2.15,79,83,80
Grandview (Hillsboro),-1.1,-1.07,-2.17,81,81,81
Lathrop,-1.15,-1.02,-2.18,83,78,82
Bourbon,-1.16,-1.01,-2.18,84,77,83
Southwest Early College,-1.03,-1.17,-2.2,78,85,84
Valley Park,-1.18,-1.11,-2.29,85,84,85
Cleveland NJROTC,-1.19,-1.25,-2.45,86,87,86
Tipton,-1.28,-1.24,-2.51,87,86,87
Trenton,-1.35,-1.45,-2.8,89,91,88
Carnahan,-1.29,-1.52,-2.8,88,93,89
Sarcoxie,-1.41,-1.4,-2.8,90,90,90
Plato,-1.48,-1.39,-2.87,93,89,91
Plattsburg,-1.52,-1.35,-2.87,95,88,92
Hallsville,-1.47,-1.47,-2.94,92,92,93
College Preparatory,-1.47,-1.54,-3.01,91,95,94
Transportation and Law,-1.56,-1.56,-3.12,96,96,95
Pleasant Hope,-1.61,-1.54,-3.15,97,94,96
Southeast,-1.52,-1.64,-3.16,94,97,97
North Callaway,-1.74,-1.71,-3.45,98,98,98
Penney,-1.97,-1.91,-3.88,99,99,99
Brookfield,-2.35,-2.19,-4.55,100,100,100
